"parameters","objective","scenario","catch_rule","stat_yrs","fhist","stock","idxB_lag","idxB_range_3","exp_b","comp_b_multiplier","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","fitness","iter","risk_penalty"
"none","MSY-PA","GA","hr","all","one-way","lem",1,1,1,1.4,1,1,Inf,0,0.08156,0.23172,0.0442,0.00152,361.688447219333,0.222351279046099,149.276269158939,1.44799994060364,0.741380613546372,1.03669008890539,0.254390538246154,-5.73897651191717,NA,4.99989594416199
"none","MSY-PA","GA","hr","all","random","lem",1,1,1,1.4,1,1,Inf,0,0.50752,0.62008,0.45592,0.30336,157.587688007805,0.187180631071046,105.63805547712,0.630893700447086,0.624111953404498,0.733632517354558,0.268595238068044,-5.9040690202664,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","lem",1,1,1,1.4,1,1,1.2,0.7,0.07604,0.18368,0.04372,0.00184,417.158001941633,0.18844718158434,143.200560690956,1.67006927281676,0.628334982840901,0.994495661168664,0.2,-5.87393005196936,NA,4.99835644032126
"none","MSY-PA","GA_cond_cap","hr","all","random","lem",1,1,1,1.4,1,1,1.2,0.7,0.44232,0.53988,0.40368,0.29192,213.95361485952,0.152694471835561,105.89473102264,0.856551609514493,0.509125567886288,0.735415071243428,0.2,-5.60803331924208,NA,5
"mult","MSY","GA","hr","all","one-way","lem",1,1,1,1.4,1,1.27,Inf,0,0.2578,0.49528,0.16476,0.02932,251.517300532275,0.285742199396327,151.35197139926,1.00693577312594,0.952743460767854,1.05110537374728,0.284836301984691,-0.600677448857911,1,NA
"mult","MSY","GA","hr","all","random","lem",1,1,1,1.4,1,0.85,Inf,0,0.36512,0.49796,0.30884,0.17344,250.923270776462,0.211842058386331,125.10990949878,1.00455760744842,0.706339967528693,0.868860160640407,0.253156221450672,-0.753973668258685,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","lem",1,1,1,1.4,1,1.43,1.2,0.7,0.31116,0.48932,0.23172,0.07864,254.959740785228,0.243238121542121,139.200636796742,1.02071739462956,0.811023118735366,0.966717090061072,0.2,-0.565160304568486,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","lem",1,1,1,1.4,1,0.95,1.2,0.7,0.39696,0.49908,0.35668,0.24112,250.752739193769,0.165238168770734,113.187863398799,1.00387489357268,0.550949720055927,0.78606423399406,0.2,-0.814770659578621,1,NA
"mult","MSY-PA","GA","hr","all","one-way","lem",1,1,1,1.4,1,0.87,Inf,0,0.0492,0.13692,0.02736,0,424.79066721496,0.189606085767697,142.541798645166,1.70062623129137,0.632199089664054,0.989920707040548,0.244596939100322,-0.977783829155846,1,0.0224813658047059
"mult","MSY-PA","GA","hr","all","random","lem",1,1,1,1.4,1,0.5,Inf,0,0.04972,0.11896,0.03256,0.00076,513.088356425072,0.151489997772209,124.801428133121,2.05412120663446,0.505109518489499,0.866717826991582,0.229354538301572,-1.44587580297551,1,0.0291178850310575
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","lem",1,1,1,1.4,1,0.85,1.2,0.7,0.051,0.11144,0.03032,0,483.75972689668,0.160128529141989,135.401899283135,1.9367056404432,0.533912769428925,0.940335713082008,0.2,-1.25130464051415,1,0.0549347131529657
"mult","MSY-PA","GA_cond_cap","hr","all","random","lem",1,1,1,1.4,1,0.51,1.2,0.7,0.0496,0.10596,0.03536,0.00208,553.780986385132,0.135221923432008,120.649600258748,2.2170319277763,0.450867262779083,0.837884316933657,0.2,-1.60657910533989,1,0.0274314944972519
"all","MSY","GA","hr","all","one-way","lem",1,2,1,1,1,1.2,Inf,0.35,0.29076,0.49248,0.21088,0.06968,252.875615392881,0.268591892206143,143.800166140238,1.01237371247015,0.895559596920902,0.998659786049503,0.159598627898136,-0.46407255431878,65,NA
"all","MSY","GA","hr","all","random","lem",0,2,1,1.4,1,0.87,Inf,0.15,0.33868,0.49848,0.26452,0.089,250.730544980883,0.263040218211097,137.823378702934,1.00378604025379,0.87704878155562,0.957152342604827,0.158389939520318,-0.543703637169279,37,NA
"all","MSY-PA","GA","hr","all","one-way","lem",0,2,1,1.7,1,0.98,Inf,0.25,0.04992,0.17044,0.02536,0,378.129635101966,0.218199562675834,153.511441052781,1.51382133816425,0.727537643795705,1.06610240441874,0.160164540054699,-0.772248824972277,15,0.0321605423345931
"all","MSY-PA","GA","hr","all","random","lem",0,3,1,0.6,1,0.5,Inf,0.2,0.0496,0.11724,0.0324,0.00072,512.423423520949,0.15595942695528,128.005746437346,2.05145918407588,0.520011830561468,0.888971096358536,0.103679700857078,-1.29359928307168,28,0.0274314944972519
"all","MSY-PA","GA_cond_cap","hr","all","one-way","lem",0,1,1,1.4,1,1,1.2,0.7,0.049,0.13696,0.0256,0,416.925167124404,0.196168364224664,147.193984149921,1.66913713134498,0.65407953959697,1.02222908821662,0.2,-0.911716908141079,10,0.0203506885794806
"all","MSY-PA","GA_cond_cap","hr","all","random","lem",1,1,1,1.4,1,0.51,1.2,0.7,0.0496,0.10596,0.03536,0.00208,553.780986385132,0.135221923432008,120.649600258748,2.2170319277763,0.450867262779083,0.837884316933657,0.2,-1.60657910533989,10,0.0274314944972519
"none","MSY","GA","hr","all","one-way","ane",1,1,1,1.4,1,1,Inf,0,0.20592,0.28188,0.089,0.03712,281.673517574998,0.274703142379338,310.82559775103,1.43883469004582,0.694632222174476,0.938800114739519,0.348575562233345,-1.05453013753965,NA,NA
"none","MSY","GA","hr","all","random","ane",1,1,1,1.4,1,1,Inf,0,0.57988,0.6176,0.50388,0.4124,94.5935701400827,0.114193346670284,138.261852674234,0.483199525978138,0.288756719228145,0.417598306232934,0.358252908203433,-2.03733507599236,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","ane",1,1,1,1.4,1,1,1.2,0.7,0.14712,0.19448,0.07096,0.0266,383.44415955868,0.20702788130028,289.61701620758,1.95869588031682,0.523504157957909,0.874742910537175,0.2,-1.43107296977964,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","ane",1,1,1,1.4,1,1,1.2,0.7,0.46924,0.49656,0.41668,0.34924,199.585501254992,0.109323430840779,164.711827219398,1.01951559134204,0.27644233350561,0.497486318409288,0.2,-1.19126927293275,NA,NA
"none","MSY-PA","GA","hr","all","one-way","ane",1,1,1,1.4,1,1,Inf,0,0.20592,0.28188,0.089,0.03712,281.673517574998,0.274703142379338,310.82559775103,1.43883469004582,0.694632222174476,0.938800114739519,0.348575562233345,-5.84861013753965,NA,5
"none","MSY-PA","GA","hr","all","random","ane",1,1,1,1.4,1,1,Inf,0,0.57988,0.6176,0.50388,0.4124,94.5935701400827,0.114193346670284,138.261852674234,0.483199525978138,0.288756719228145,0.417598306232934,0.358252908203433,-6.45745507599236,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","ane",1,1,1,1.4,1,1,1.2,0.7,0.14712,0.19448,0.07096,0.0266,383.44415955868,0.20702788130028,289.61701620758,1.95869588031682,0.523504157957909,0.874742910537175,0.2,-6.28395296977964,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","ane",1,1,1,1.4,1,1,1.2,0.7,0.46924,0.49656,0.41668,0.34924,199.585501254992,0.109323430840779,164.711827219398,1.01951559134204,0.27644233350561,0.497486318409288,0.2,-5.72202927293275,NA,5
"mult","MSY","GA","hr","all","one-way","ane",1,1,1,1.4,1,1.23,Inf,0,0.40568,0.49008,0.24668,0.13496,199.312712760389,0.286498457218558,287.213558031476,1.01812214281177,0.724458622000293,0.867483640940899,0.388011800977336,-0.94433030284821,1,NA
"mult","MSY","GA","hr","all","random","ane",1,1,1,1.4,1,0.81,Inf,0,0.45044,0.49648,0.36728,0.27576,197.812917526116,0.177675212500297,216.515423210921,1.01046094189514,0.449281091637365,0.653950979661922,0.336451459078772,-1.14340142131199,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","ane",1,1,1,1.4,1,1.54,1.2,0.7,0.45164,0.4972,0.34908,0.23944,197.790834097415,0.176100264972844,214.933301459367,1.01034813610649,0.445298576944131,0.649172428305026,0.2,-1.01281570780147,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","ane",1,1,1,1.4,1,1,1.2,0.7,0.46924,0.49656,0.41668,0.34924,199.585501254992,0.109323430840779,164.711827219398,1.01951559134204,0.27644233350561,0.497486318409288,0.2,-1.19126927293275,1,NA
"mult","MSY-PA","GA","hr","all","one-way","ane",1,1,1,1.4,1,0.71,Inf,0,0.04908,0.08268,0.01392,0.00328,407.570986052872,0.212780887573179,292.259194697816,2.08193968122301,0.538051583578578,0.882723197513999,0.30107934729087,-1.5214735292041,1,0.0211776982042171
"mult","MSY-PA","GA","hr","all","random","ane",1,1,1,1.4,1,0.34,Inf,0,0.0478,0.06764,0.02152,0.00484,541.361481309388,0.148175252575077,232.061901355282,2.76536355234441,0.374685575403274,0.700906685920746,0.272170222217541,-2.34781633124759,1,0.0111892426063816
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","ane",1,1,1,1.4,1,0.71,1.2,0.7,0.05012,0.07536,0.0166,0.00188,487.666209238007,0.172975947407695,270.215036264025,2.49107926458853,0.437398224460863,0.816142263972109,0.2,-1.91045586923836,1,0.0355188686219438
"mult","MSY-PA","GA_cond_cap","hr","all","random","ane",1,1,1,1.4,1,0.34,1.2,0.7,0.0502,0.06444,0.03176,0.0136,611.084028972113,0.124688985773595,214.493664088448,3.12151780184282,0.315296674506148,0.647844572371509,0.2,-2.71063093619272,1,0.0369577067214098
"all","MSY","GA","hr","all","one-way","ane",0,2,1,0.6,1,1.31,Inf,0.42,0.38116,0.49788,0.15764,0.04356,196.393112806578,0.370938612118963,330.478002782086,1.00320834569387,0.937979486491274,0.998157131122837,0.239249973192301,-0.625461187763334,57,NA
"all","MSY","GA","hr","all","random","ane",0,2,1,0.9,1,0.89,Inf,0.07,0.4352,0.50044,0.30484,0.13548,195.535221947113,0.293528274416885,276.619708186709,0.998826097978507,0.742234674722731,0.835486574026974,0.224924937812484,-0.825812265807004,29,NA
"all","MSY-PA","GA","hr","all","one-way","ane",0,1,1,1.3,1,0.88,Inf,0.13,0.04772,0.09668,0.00596,0,340.127732562163,0.268253641966542,323.699429456045,1.73742844151746,0.678323596197897,0.977683510345458,0.32730714622598,-1.09780352693693,28,0.0107514495389456
"all","MSY-PA","GA","hr","all","random","ane",0,2,1,0.9,1,0.38,Inf,0.2,0.04748,0.07156,0.0172,0.00156,502.497571642103,0.174755117625931,256.222045735058,2.56684030492833,0.441897149924969,0.773878624139379,0.174189528158964,-1.97668920846959,21,0.0095379995216691
"all","MSY-PA","GA_cond_cap","hr","all","one-way","ane",0,1,1,1.4,1,0.88,1.2,0.7,0.04752,0.0806,0.01044,0,413.470460659285,0.218221924582191,303.799635549657,2.1120751685412,0.551810143439843,0.917579294547972,0.2,-1.40422617891865,17,0.00973030492542776
"all","MSY-PA","GA_cond_cap","hr","all","random","ane",0,2,1,0.9,1,0.37,1.2,0.7,0.05192,0.07032,0.0276,0.0068,547.880066778909,0.154471724648499,240.860864051615,2.79866155985439,0.390607243973709,0.727482576866263,0.2,-2.35764476583765,22,0.086465782849527
"none","MSY","GA","hr","all","one-way","jnd",1,1,1,1.4,1,1,Inf,0,0.80652,0.83404,0.7774,0.7212,0,0,0,0,0,0,0.566259285101969,-3.37277928510197,NA,NA
"none","MSY","GA","hr","all","random","jnd",1,1,1,1.4,1,1,Inf,0,0.83896,0.85256,0.82612,0.7884,0,0,0,0,0,0,0.454748681260796,-3.2937086812608,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","jnd",1,1,1,1.4,1,1,1.2,0.7,0.56704,0.59068,0.54292,0.4932,2.33042800063487,0.00673152546700492,5.83473649608069,0.0107478749005268,0.0112704730208278,0.0239627890521679,0.2,-2.73232933604731,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","jnd",1,1,1,1.4,1,1,1.2,0.7,0.70872,0.7236,0.69612,0.65876,0,0,0,0,0,0,0.2,-2.90872,NA,NA
"none","MSY-PA","GA","hr","all","one-way","jnd",1,1,1,1.4,1,1,Inf,0,0.80652,0.83404,0.7774,0.7212,0,0,0,0,0,0,0.566259285101969,-7.56625928510197,NA,5
"none","MSY-PA","GA","hr","all","random","jnd",1,1,1,1.4,1,1,Inf,0,0.83896,0.85256,0.82612,0.7884,0,0,0,0,0,0,0.454748681260796,-7.4547486812608,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","jnd",1,1,1,1.4,1,1,1.2,0.7,0.56704,0.59068,0.54292,0.4932,2.33042800063487,0.00673152546700492,5.83473649608069,0.0107478749005268,0.0112704730208278,0.0239627890521679,0.2,-7.16528933604731,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","jnd",1,1,1,1.4,1,1,1.2,0.7,0.70872,0.7236,0.69612,0.65876,0,0,0,0,0,0,0.2,-7.2,NA,5
"mult","MSY","GA","hr","all","one-way","jnd",1,1,1,1.4,1,0.67,Inf,0,0.43304,0.4874,0.38836,0.3286,229.003621731943,0.188310439257778,121.839545209468,1.056158901915,0.315284809601904,0.500385119709812,0.444549747532333,-1.43336352973752,1,NA
"mult","MSY","GA","hr","all","random","jnd",1,1,1,1.4,1,0.4,Inf,0,0.47076,0.49968,0.44772,0.4072,217.441113805822,0.0971487120188097,85.2263933388064,1.00283290828102,0.162654355715203,0.350017877692803,0.361735472669944,-1.48531050325816,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","jnd",1,1,1,1.4,1,0.85,1.2,0.7,0.4696,0.49936,0.44516,0.39576,218.355876660421,0.0559900579237338,50.1196364944597,1.00705177139209,0.0937431553006952,0.205837277740788,0.2,-1.4708144936513,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","jnd",1,1,1,1.4,1,0.51,1.2,0.7,0.47796,0.49824,0.46052,0.42452,220.855180109955,0.055430650228023,59.4501426610562,1.0185784955847,0.0928065489737854,0.24415690899925,0.2,-1.45238158658545,1,NA
"mult","MSY-PA","GA","hr","all","one-way","jnd",1,1,1,1.4,1,0.4,Inf,0,0.05028,0.08036,0.03132,0.0188,528.172592405238,0.220148336847087,184.315901226437,2.43591861559849,0.368590433650868,0.756970441255768,0.341855771244761,-2.05925832499502,1,0.0384543794075416
"mult","MSY-PA","GA","hr","all","random","jnd",1,1,1,1.4,1,0.14,Inf,0,0.04448,0.0582,0.0352,0.02392,697.141062901462,0.129151356439527,129.526364665422,3.21519692092783,0.216235812445443,0.531954263102812,0.293050462787735,-2.97842449457772,1,0.002131373964975
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","jnd",1,1,1,1.4,1,0.85,1.2,0.7,0.4696,0.49936,0.44516,0.39576,218.355876660421,0.0559900579237338,50.1196364944597,1.00705177139209,0.0937431553006952,0.205837277740788,0.2,-6.0012144936513,1,5
"mult","MSY-PA","GA_cond_cap","hr","all","random","jnd",1,1,1,1.4,1,0.51,1.2,0.7,0.47796,0.49824,0.46052,0.42452,220.855180109955,0.055430650228023,59.4501426610562,1.0185784955847,0.0928065489737854,0.24415690899925,0.2,-5.97442158658545,1,5
"all","MSY","GA","hr","all","one-way","jnd",0,2,1,0.9,1,0.88,Inf,0.09,0.41004,0.4964,0.32684,0.239,219.030573682578,0.345103452980536,179.472242647439,1.01016345696569,0.577800555799161,0.737077928740896,0.33370250368344,-1.01682803190824,20,NA
"all","MSY","GA","hr","all","random","jnd",0,1,1,0,1,1,1.2,0.25,0.46212,0.50524,0.4252,0.35644,209.85765975725,0.158559800284918,121.665707760411,0.967858210326077,0.265473845424538,0.499671183420846,0.2,-1.19459060625308,15,NA
"all","MSY-PA","GA","hr","all","one-way","jnd",0,2,1,0.8,1,0.49,Inf,0.19,0.04696,0.09016,0.02216,0.0088,467.317441949749,0.281357639560329,210.388116175367,2.15525620338487,0.471072077408241,0.864046911180957,0.238301946468995,-1.53686874165986,43,0.00735750298694762
"all","MSY-PA","GA","hr","all","random","jnd",0,1,1,0.5,1,0.22,Inf,0.21,0.0458,0.07864,0.02448,0.00824,564.982370906263,0.210378646572011,169.404942182702,2.60568438151674,0.352233215482892,0.695732343122191,0.330852002975318,-2.24492616480186,24,0.00412212343199147
"all","MSY-PA","GA_cond_cap","hr","all","one-way","jnd",0,3,1,0.4,3,0.45,1.2,0.7,0.4812,0.49948,0.46592,0.43344,218.391636173158,0.0895170738135922,97.2062048774298,1.00721669335891,0.149876839991877,0.399217991010275,0.2,-5.80799870234864,14,5
"all","MSY-PA","GA_cond_cap","hr","all","random","jnd",0,2,1,0.7,1,0.52,1.2,0.7,0.46952,0.49816,0.4478,0.4044,221.018615503437,0.102680470773072,100.997855672339,1.01933225547901,0.171916080728832,0.414789992971105,0.2,-5.8045422625079,27,5
"none","MSY","GA","hr","all","one-way","sar",1,1,1,1.4,1,1,Inf,0,0.707,0.73612,0.65948,0.52436,0,0,0,0,0,0,0.669708845831559,-3.37670884583156,NA,NA
"none","MSY","GA","hr","all","random","sar",1,1,1,1.4,1,1,Inf,0,0.797,0.81396,0.77292,0.68328,0,0,0,0,0,0,0.6132297946043,-3.4102297946043,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","sar",1,1,1,1.4,1,1,1.2,0.7,0.47212,0.4948,0.43992,0.35596,212.93383723462,0.0694550585185793,74.2892063310573,1.05161650675136,0.0915556133195569,0.199593470186924,0.2,-1.52414303656444,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","sar",1,1,1,1.4,1,1,1.2,0.7,0.63168,0.64432,0.61288,0.546,0,0,0,0,0,0,0.2,-2.83168,NA,NA
"none","MSY-PA","GA","hr","all","one-way","sar",1,1,1,1.4,1,1,Inf,0,0.707,0.73612,0.65948,0.52436,0,0,0,0,0,0,0.669708845831559,-7.66970884583156,NA,5
"none","MSY-PA","GA","hr","all","random","sar",1,1,1,1.4,1,1,Inf,0,0.797,0.81396,0.77292,0.68328,0,0,0,0,0,0,0.6132297946043,-7.6132297946043,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","sar",1,1,1,1.4,1,1,1.2,0.7,0.47212,0.4948,0.43992,0.35596,212.93383723462,0.0694550585185793,74.2892063310573,1.05161650675136,0.0915556133195569,0.199593470186924,0.2,-6.05202303656444,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","sar",1,1,1,1.4,1,1,1.2,0.7,0.63168,0.64432,0.61288,0.546,0,0,0,0,0,0,0.2,-7.2,NA,5
"mult","MSY","GA","hr","all","one-way","sar",1,1,1,1.4,1,0.71,Inf,0,0.44408,0.48548,0.38612,0.27184,216.233329406465,0.23695049541246,183.147580504164,1.0679117112941,0.312347990147578,0.492064230519083,0.517075685443839,-1.53700316621886,1,NA
"mult","MSY","GA","hr","all","random","sar",1,1,1,1.4,1,0.43,Inf,0,0.47448,0.49764,0.44188,0.36724,206.608436623132,0.130816364934937,130.262249712236,1.02037724585585,0.172442047840896,0.349976742766082,0.41737870861741,-1.56225921170717,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","sar",1,1,1,1.4,1,1.01,1.2,0.7,0.47564,0.49884,0.44268,0.35904,205.626876697546,0.0703440339626764,74.3932668349873,1.01552961509167,0.0927274601763062,0.199873050466679,0.2,-1.49129656462499,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","sar",1,1,1,1.4,1,0.62,1.2,0.7,0.48504,0.50068,0.46484,0.40452,201.518054608444,0.055672224801742,68.4018571584523,0.995237372260188,0.0733870908081411,0.183775876897183,0.2,-1.50602675084263,1,NA
"mult","MSY-PA","GA","hr","all","one-way","sar",1,1,1,1.4,1,0.37,Inf,0,0.0506,0.0686,0.0288,0.01088,569.366750383044,0.237451418831109,252.094569782863,2.81193201077974,0.313008307074793,0.6773047187234,0.357543645681722,-2.5372374310023,1,0.045066493264239
"mult","MSY-PA","GA","hr","all","random","sar",1,1,1,1.4,1,0.15,Inf,0,0.05216,0.06204,0.0408,0.02472,700.409470549708,0.151194594494597,182.719223688982,3.45911279428772,0.199304616896286,0.490913360460796,0.318337307562028,-3.38381216422992,1,0.0972754228409648
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","sar",1,1,1,1.4,1,1.01,1.2,0.7,0.47564,0.49884,0.44268,0.35904,205.626876697546,0.0703440339626764,74.3932668349873,1.01552961509167,0.0927274601763062,0.199873050466679,0.2,-6.01565656462499,1,5
"mult","MSY-PA","GA_cond_cap","hr","all","random","sar",1,1,1,1.4,1,0.62,1.2,0.7,0.48504,0.50068,0.46484,0.40452,201.518054608444,0.055672224801742,68.4018571584523,0.995237372260188,0.0733870908081411,0.183775876897183,0.2,-6.02098675084263,1,5
"all","MSY","GA","hr","all","one-way","sar",0,4,1,1.3,1,0.64,Inf,0.14,0.47,0.50164,0.42596,0.37028,200.51187594406,0.231032009435328,196.161691023274,0.990268156911662,0.304546245751746,0.527029356789647,0.1896074995031,-1.14230998580179,13,NA
"all","MSY","GA","hr","all","random","sar",0,4,1,0.5,1,0.39,Inf,0.36,0.4812,0.49996,0.4554,0.40812,202.63368736609,0.133351303746117,145.696126774933,1.00074714862382,0.175783602545988,0.391443077291912,0.156690634833128,-1.24719470616504,54,NA
"all","MSY-PA","GA","hr","all","one-way","sar",0,2,1,0.7,1,0.4,Inf,0.32,0.04432,0.06156,0.0258,0.01024,544.667868529209,0.275706617963256,275.439256018898,2.68995162385243,0.363436285884552,0.740025094487156,0.239391958685911,-2.19128605868282,36,0.00196757063163241
"all","MSY-PA","GA","hr","all","random","sar",0,1,1,1.3,1,0.22,Inf,0.03,0.03652,0.05748,0.01548,0,584.684024366576,0.239110431990702,239.700895864876,2.88757944365706,0.3151952171512,0.644006524977291,0.350391062111616,-2.59400382354319,20,3.98427518079699e-05
"all","MSY-PA","GA_cond_cap","hr","all","one-way","sar",0,3,1,0.5,3,0.46,1.2,0.7,0.48744,0.50092,0.46816,0.4296,200.165151573237,0.101564534367149,137.998556479927,0.988555788993125,0.133882303662765,0.37076194684153,0.2,-5.84068226416534,29,5
"all","MSY-PA","GA_cond_cap","hr","all","random","sar",0,3,1,0.7,3,0.49,1.2,0.7,0.4864,0.49948,0.46948,0.42952,203.427292899187,0.0744932791671981,106.553929495757,1.00466652888434,0.0981969925273817,0.286279388358736,0.2,-5.9183871405256,18,5
"none","MSY","GA","hr","all","one-way","her",1,1,1,1.4,1,1,Inf,0,0.766,0.78816,0.72476,0.6598,0,0,0,0,0,0,0.556999639229208,-3.32299963922921,NA,NA
"none","MSY","GA","hr","all","random","her",1,1,1,1.4,1,1,Inf,0,0.81176,0.82256,0.79368,0.75112,0,0,0,0,0,0,0.465755079231729,-3.27751507923173,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","her",1,1,1,1.4,1,1,1.2,0.7,0.50448,0.52696,0.47016,0.41356,154.128301870233,0.0622677068132219,79.5250385410695,0.775666923878303,0.0975796288294394,0.197455677811402,0.2,-1.7313573983103,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","her",1,1,1,1.4,1,1,1.2,0.7,0.6658,0.67672,0.64848,0.60624,0,0,0,0,0,0,0.2,-2.8658,NA,NA
"none","MSY-PA","GA","hr","all","one-way","her",1,1,1,1.4,1,1,Inf,0,0.766,0.78816,0.72476,0.6598,0,0,0,0,0,0,0.556999639229208,-7.55699963922921,NA,5
"none","MSY-PA","GA","hr","all","random","her",1,1,1,1.4,1,1,Inf,0,0.81176,0.82256,0.79368,0.75112,0,0,0,0,0,0,0.465755079231729,-7.46575507923173,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","her",1,1,1,1.4,1,1,1.2,0.7,0.50448,0.52696,0.47016,0.41356,154.128301870233,0.0622677068132219,79.5250385410695,0.775666923878303,0.0975796288294394,0.197455677811402,0.2,-6.22687739831029,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","her",1,1,1,1.4,1,1,1.2,0.7,0.6658,0.67672,0.64848,0.60624,0,0,0,0,0,0,0.2,-7.2,NA,5
"mult","MSY","GA","hr","all","one-way","her",1,1,1,1.4,1,0.71,Inf,0,0.46116,0.49604,0.406,0.34584,202.540417818388,0.181900225576643,181.08200060847,1.01930599989668,0.28505556739069,0.449615238490261,0.459792689142688,-1.49064345054911,1,NA
"mult","MSY","GA","hr","all","random","her",1,1,1,1.4,1,0.44,Inf,0,0.47548,0.49572,0.4464,0.40308,206.232789997129,0.101201905787587,132.877984372371,1.03788825205248,0.158593352943065,0.329927692608529,0.381648686563542,-1.5650892460075,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","her",1,1,1,1.4,1,0.95,1.2,0.7,0.47304,0.49588,0.43708,0.38252,205.969094178953,0.0751188693989083,97.6863753536672,1.03656117505467,0.117718666210398,0.242549136878896,0.2,-1.46705203817577,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","her",1,1,1,1.4,1,0.58,1.2,0.7,0.48636,0.49992,0.46436,0.4256,199.066282574842,0.0605628968103955,94.9278128093742,1.00182204811885,0.0949080236617797,0.235699799274524,0.2,-1.45248224884432,1,NA
"mult","MSY-PA","GA","hr","all","one-way","her",1,1,1,1.4,1,0.38,Inf,0,0.04716,0.06424,0.02716,0.01664,555.632887682528,0.211881281759058,274.79524045901,2.79628106950267,0.33203883502523,0.682299329363534,0.349826570828803,-2.47193835110133,1,0.00813004013338907
"mult","MSY-PA","GA","hr","all","random","her",1,1,1,1.4,1,0.15,Inf,0,0.04392,0.05284,0.0328,0.022,705.546771050442,0.131928282088944,194.402949316755,3.55073848807947,0.206744610604661,0.482690317792824,0.307491192402683,-3.37715038819198,1,0.00161102550265671
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","her",1,1,1,1.4,1,0.95,1.2,0.7,0.47304,0.49588,0.43708,0.38252,205.969094178953,0.0751188693989083,97.6863753536672,1.03656117505467,0.117718666210398,0.242549136878896,0.2,-5.99401203817577,1,5
"mult","MSY-PA","GA_cond_cap","hr","all","random","her",1,1,1,1.4,1,0.58,1.2,0.7,0.48636,0.49992,0.46436,0.4256,199.066282574842,0.0605628968103955,94.9278128093742,1.00182204811885,0.0949080236617797,0.235699799274524,0.2,-5.96612224884433,1,5
"all","MSY","GA","hr","all","one-way","her",0,2,1,0.8,1,0.93,Inf,0.12,0.44072,0.49944,0.34388,0.257,199.03119700494,0.3464611831474,279.18698333796,1.00164547629039,0.542938794209023,0.693203751201553,0.340515143560438,-1.08967686864928,27,NA
"all","MSY","GA","hr","all","random","her",0,2,1,0.5,1,0.56,Inf,0.17,0.4674,0.4994,0.41888,0.3604,199.475698175338,0.189403821943362,199.649822638368,1.00388247527967,0.296814441867097,0.495717974831614,0.275279863834562,-1.25084436428262,27,NA
"all","MSY-PA","GA","hr","all","one-way","her",0,1,1,0.6,1,0.55,Inf,0.25,0.03508,0.06372,0.00976,0,444.878825494743,0.314142606062759,333.049142737376,2.23889957835671,0.492292401116781,0.826940111317932,0.389692061846318,-1.80167092251374,28,1.93936286430304e-05
"all","MSY-PA","GA","hr","all","random","her",0,1,1,0.8,1,0.25,Inf,0.13,0.048,0.07084,0.02208,0.00648,552.486001111018,0.224395044509608,267.537828612135,2.78044403115801,0.351649133636693,0.664279631395815,0.350631545659596,-2.47915906120497,20,0.0123631157831738
"all","MSY-PA","GA_cond_cap","hr","all","one-way","her",0,1,1,1,1,0.46,1.2,0.7,0.05004,0.06428,0.03196,0.00396,597.059781544015,0.211053705317364,273.198633770253,3.00476627914592,0.330741941239647,0.678335055196424,0.2,-2.56056688606018,20,0.0341356621106907
"all","MSY-PA","GA_cond_cap","hr","all","random","her",0,2,1,0.6,2,0.58,1.2,0.7,0.4848,0.50016,0.46272,0.42056,198.529321072008,0.0788133980204393,130.684105327006,0.999119732761511,0.123508356405191,0.324480428679004,0.2,-5.87639983855949,18,5
